ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
441
ITEM: BOX BOUNDS sm sm sm
-0.5 0.5
-0.5 0.5
0 0
ITEM: ATOMS id type tag x y z vx vy vz mass 
0 1 0 -0.5 -0.5 0 0 0 0 0 
1 1 1 -0.5 -0.45 0 0 0 0 0 
2 1 2 -0.5 -0.4 0 0 0 0 0 
3 1 3 -0.5 -0.35 0 0 0 0 0 
4 1 4 -0.5 -0.3 0 0 0 0 0 
5 1 5 -0.5 -0.25 0 0 0 0 0 
6 1 6 -0.5 -0.2 0 0 0 0 0 
7 1 7 -0.5 -0.15 0 0 0 0 0 
8 1 8 -0.5 -0.1 0 0 0 0 0 
9 1 9 -0.5 -0.05 0 0 0 0 0 
10 1 10 -0.5 0 0 0 0 0 0 
11 1 11 -0.5 0.05 0 0 0 0 0 
12 1 12 -0.5 0.1 0 0 0 0 0 
13 1 13 -0.5 0.15 0 0 0 0 0 
14 1 14 -0.5 0.2 0 0 0 0 0 
15 1 15 -0.5 0.25 0 0 0 0 0 
16 1 16 -0.5 0.3 0 0 0 0 0 
17 1 17 -0.5 0.35 0 0 0 0 0 
18 1 18 -0.5 0.4 0 0 0 0 0 
19 1 19 -0.5 0.45 0 0 0 0 0 
20 1 20 -0.5 0.5 0 0 0 0 0 
21 1 21 -0.45 -0.5 0 0 0 0 0 
22 1 22 -0.45 -0.45 0 0 0 0 0 
23 1 23 -0.45 -0.4 0 0 0 0 0 
24 1 24 -0.45 -0.35 0 0 0 0 0 
25 1 25 -0.45 -0.3 0 0 0 0 0 
26 1 26 -0.45 -0.25 0 0 0 0 0 
27 1 27 -0.45 -0.2 0 0 0 0 0 
28 1 28 -0.45 -0.15 0 0 0 0 0 
29 1 29 -0.45 -0.1 0 0 0 0 0 
30 1 30 -0.45 -0.05 0 0 0 0 0 
31 1 31 -0.45 0 0 0 0 0 0 
32 1 32 -0.45 0.05 0 0 0 0 0 
33 1 33 -0.45 0.1 0 0 0 0 0 
34 1 34 -0.45 0.15 0 0 0 0 0 
35 1 35 -0.45 0.2 0 0 0 0 0 
36 1 36 -0.45 0.25 0 0 0 0 0 
37 1 37 -0.45 0.3 0 0 0 0 0 
38 1 38 -0.45 0.35 0 0 0 0 0 
39 1 39 -0.45 0.4 0 0 0 0 0 
40 1 40 -0.45 0.45 0 0 0 0 0 
41 1 41 -0.45 0.5 0 0 0 0 0 
42 1 42 -0.4 -0.5 0 0 0 0 0 
43 1 43 -0.4 -0.45 0 0 0 0 0 
44 1 44 -0.4 -0.4 0 0 0 0 0 
45 1 45 -0.4 -0.35 0 0 0 0 0 
46 1 46 -0.4 -0.3 0 0 0 0 0 
47 1 47 -0.4 -0.25 0 0 0 0 0 
48 1 48 -0.4 -0.2 0 0 0 0 0 
49 1 49 -0.4 -0.15 0 0 0 0 0 
50 1 50 -0.4 -0.1 0 0 0 0 0 
51 1 51 -0.4 -0.05 0 0 0 0 0 
52 1 52 -0.4 0 0 0 0 0 0 
53 1 53 -0.4 0.05 0 0 0 0 0 
54 1 54 -0.4 0.1 0 0 0 0 0 
55 1 55 -0.4 0.15 0 0 0 0 0 
56 1 56 -0.4 0.2 0 0 0 0 0 
57 1 57 -0.4 0.25 0 0 0 0 0 
58 1 58 -0.4 0.3 0 0 0 0 0 
59 1 59 -0.4 0.35 0 0 0 0 0 
60 1 60 -0.4 0.4 0 0 0 0 0 
61 1 61 -0.4 0.45 0 0 0 0 0 
62 1 62 -0.4 0.5 0 0 0 0 0 
63 1 63 -0.35 -0.5 0 0 0 0 0 
64 1 64 -0.35 -0.45 0 0 0 0 0 
65 1 65 -0.35 -0.4 0 0 0 0 0 
66 1 66 -0.35 -0.35 0 0 0 0 0 
67 1 67 -0.35 -0.3 0 0 0 0 0 
68 1 68 -0.35 -0.25 0 0 0 0 0 
69 1 69 -0.35 -0.2 0 0 0 0 0 
70 1 70 -0.35 -0.15 0 0 0 0 0 
71 1 71 -0.35 -0.1 0 0 0 0 0 
72 1 72 -0.35 -0.05 0 0 0 0 0 
73 1 73 -0.35 0 0 0 0 0 0 
74 1 74 -0.35 0.05 0 0 0 0 0 
75 1 75 -0.35 0.1 0 0 0 0 0 
76 1 76 -0.35 0.15 0 0 0 0 0 
77 1 77 -0.35 0.2 0 0 0 0 0 
78 1 78 -0.35 0.25 0 0 0 0 0 
79 1 79 -0.35 0.3 0 0 0 0 0 
80 1 80 -0.35 0.35 0 0 0 0 0 
81 1 81 -0.35 0.4 0 0 0 0 0 
82 1 82 -0.35 0.45 0 0 0 0 0 
83 1 83 -0.35 0.5 0 0 0 0 0 
84 1 84 -0.3 -0.5 0 0 0 0 0 
85 1 85 -0.3 -0.45 0 0 0 0 0 
86 1 86 -0.3 -0.4 0 0 0 0 0 
87 1 87 -0.3 -0.35 0 0 0 0 0 
88 1 88 -0.3 -0.3 0 0 0 0 0 
89 1 89 -0.3 -0.25 0 0 0 0 0 
90 1 90 -0.3 -0.2 0 0 0 0 0 
91 1 91 -0.3 -0.15 0 0 0 0 0 
92 1 92 -0.3 -0.1 0 0 0 0 0 
93 1 93 -0.3 -0.05 0 0 0 0 0 
94 1 94 -0.3 0 0 0 0 0 0 
95 1 95 -0.3 0.05 0 0 0 0 0 
96 1 96 -0.3 0.1 0 0 0 0 0 
97 1 97 -0.3 0.15 0 0 0 0 0 
98 1 98 -0.3 0.2 0 0 0 0 0 
99 1 99 -0.3 0.25 0 0 0 0 0 
100 1 100 -0.3 0.3 0 0 0 0 0 
101 1 101 -0.3 0.35 0 0 0 0 0 
102 1 102 -0.3 0.4 0 0 0 0 0 
103 1 103 -0.3 0.45 0 0 0 0 0 
104 1 104 -0.3 0.5 0 0 0 0 0 
105 1 105 -0.25 -0.5 0 0 0 0 0 
106 1 106 -0.25 -0.45 0 0 0 0 0 
107 1 107 -0.25 -0.4 0 0 0 0 0 
108 1 108 -0.25 -0.35 0 0 0 0 0 
109 1 109 -0.25 -0.3 0 0 0 0 0 
110 1 110 -0.25 -0.25 0 0 0 0 0 
111 1 111 -0.25 -0.2 0 0 0 0 0 
112 1 112 -0.25 -0.15 0 0 0 0 0 
113 1 113 -0.25 -0.1 0 0 0 0 0 
114 1 114 -0.25 -0.05 0 0 0 0 0 
115 1 115 -0.25 0 0 0 0 0 0 
116 1 116 -0.25 0.05 0 0 0 0 0 
117 1 117 -0.25 0.1 0 0 0 0 0 
118 1 118 -0.25 0.15 0 0 0 0 0 
119 1 119 -0.25 0.2 0 0 0 0 0 
120 1 120 -0.25 0.25 0 0 0 0 0 
121 1 121 -0.25 0.3 0 0 0 0 0 
122 1 122 -0.25 0.35 0 0 0 0 0 
123 1 123 -0.25 0.4 0 0 0 0 0 
124 1 124 -0.25 0.45 0 0 0 0 0 
125 1 125 -0.25 0.5 0 0 0 0 0 
126 1 126 -0.2 -0.5 0 0 0 0 0 
127 1 127 -0.2 -0.45 0 0 0 0 0 
128 1 128 -0.2 -0.4 0 0 0 0 0 
129 1 129 -0.2 -0.35 0 0 0 0 0 
130 1 130 -0.2 -0.3 0 0 0 0 0 
